"","Site_code","Sampling_event","Sample_code.x","Temp","DO","Salinity","pH","NTU","FDOM_RFU","FDOM_QSU","Site_Name","Latitude","Longitude","UTM_Easting","UTM_Northing","Site_type","Algal_subset","Notes","Sample_code.y","N.N_um.L","NO2.N_um.L","NO3.N_um.L","NH3.NH4.N_um.L","SRP_um.L","Sample_code.x.1","TN_um.L","TP_um.L","TOC_um.L","Rep","Sample_code.y.1","Collected","Water_amount","Processed","Chl"
"141","MCS4","4-24","MCS4_4-24_WQ",25.6,7.35,10.74,8.38,8.54,19.7,59.95,"McCormick Creek",25.16706,-80.731255,527082.21,2783473.3,"POI","N","Entrance to McCormick Creek from Terrapin","MCS4_4-24_F1","1.422",0.117,NA,1.75,"0.027","MCS4_4-24_UF1",71,1.562,664.3,2,"MCS4_4-24_2","4/8/2024",50,"11/6/2024",25.22
"142","MCS4","9-23","MCS4_9-23_WQ",29.036,4.07,17.45,7.86,8.49,35.2,105.13,"McCormick Creek",25.16706,-80.731255,527082.21,2783473.3,"POI","N","Entrance to McCormick Creek from Terrapin","MCS4_9-23_F1","4.550",0.532,4.018,3.305,"0.085","MCS4_9-23_UF1",76,1.199,1993,2,"MCS4_9-23_2","9/27/2023",56,"12/1/2023",22.79
"143","MCS4","9-23","MCS4_9-23_WQ",29.036,4.07,17.45,7.86,8.49,35.2,105.13,"McCormick Creek",25.16706,-80.731255,527082.21,2783473.3,"POI","N","Entrance to McCormick Creek from Terrapin","MCS4_9-23_F1","4.550",0.532,4.018,3.305,"0.085","MCS4_9-23_UF1",76,1.199,1993,1,"MCS4_9-23_1","9/27/2023",57,"12/1/2023",22.23
"144","RB","1-24","RB_1-24_WQ",21.1,6.7,26.4,NA,NA,NA,NA,"Rankin Basin",25.125171,-80.807714,519383.82,2778821.64,"Florida Bay","Y","Rankin Basin","RB_1-24_F1","0.418",0.024,NA,0.443,"ND","RB_1-24_UF1",37.9,0.618,501.1,2,"RB_1-24_2","1/6/2024",56,"",NA
"145","RB","1-24","RB_1-24_WQ",21.1,6.7,26.4,NA,NA,NA,NA,"Rankin Basin",25.125171,-80.807714,519383.82,2778821.64,"Florida Bay","Y","Rankin Basin","RB_1-24_F1","0.418",0.024,NA,0.443,"ND","RB_1-24_UF1",37.9,0.618,501.1,1,"RB_1-24_1","1/6/2024",57,"",NA
"146","RB","1123E","RB_1123E_WQ",20.5,6,29.2,NA,NA,NA,NA,"Rankin Basin",25.125171,-80.807714,519383.82,2778821.64,"Florida Bay","Y","Rankin Basin","RB_1123E_F1","0.451",0.066,NA,0.033,"0.025","RB_1123E_UF",1.41,0.04473,15.66,2,"RB_1123E_2","11/30/2023",55,"11/6/2024",19.95
"147","RB","1123E","RB_1123E_WQ",20.5,6,29.2,NA,NA,NA,NA,"Rankin Basin",25.125171,-80.807714,519383.82,2778821.64,"Florida Bay","Y","Rankin Basin","RB_1123E_F1","0.451",0.066,NA,0.033,"0.025","RB_1123E_UF",1.41,0.04473,15.66,1,"RB_1123E_1","11/30/2023",52,"11/6/2024",19.61
"148","RB","1123E","RB_1123E_WQ",20.5,6,29.2,NA,NA,NA,NA,"Rankin Basin",25.125171,-80.807714,519383.82,2778821.64,"Florida Bay","Y","Rankin Basin","RB_1123E_F1","0.00631",0.00092,NA,0.00046,"0.00078","RB_1123E_UF",1.41,0.04473,15.66,2,"RB_1123E_2","11/30/2023",55,"11/6/2024",19.95
"149","RB","1123E","RB_1123E_WQ",20.5,6,29.2,NA,NA,NA,NA,"Rankin Basin",25.125171,-80.807714,519383.82,2778821.64,"Florida Bay","Y","Rankin Basin","RB_1123E_F1","0.00631",0.00092,NA,0.00046,"0.00078","RB_1123E_UF",1.41,0.04473,15.66,1,"RB_1123E_1","11/30/2023",52,"11/6/2024",19.61
"150","RB","4-24","RB_4-24_WQ",25.4,6.66,32.7,8.47,3.6,13.42,40.91,"Rankin Basin",25.125171,-80.807714,519383.82,2778821.64,"Florida Bay","Y","Rankin Basin","RB_4-24_F1","0.537",0.156,NA,1.227,"0.027","RB_4-24_UF1",48.8,0.451,695.3,2,"RB_4-24_2","4/11/2024",50,"11/6/2024",0.69
"151","RB","4-24","RB_4-24_WQ",25.4,6.66,32.7,8.47,3.6,13.42,40.91,"Rankin Basin",25.125171,-80.807714,519383.82,2778821.64,"Florida Bay","Y","Rankin Basin","RB_4-24_F1","0.537",0.156,NA,1.227,"0.027","RB_4-24_UF1",48.8,0.451,695.3,1,"RB_4-24_1","4/11/2024",50,"11/6/2024",0.82
"152","RB","9-23","RB_9-23_WQ",29.485,6.97,35.77,8.21,1.9,14.37,43.15,"Rankin Basin",25.125171,-80.807714,519383.82,2778821.64,"Florida Bay","Y","Rankin Basin","RB_9-23_F1","7.689",0.344,7.345,6.624,"0.024","RB_9-23_UF1",45,0.435,864,2,"RB_9-23_2","9/27/2023",56,"12/1/2023",3.31
"153","RB","9-23","RB_9-23_WQ",29.485,6.97,35.77,8.21,1.9,14.37,43.15,"Rankin Basin",25.125171,-80.807714,519383.82,2778821.64,"Florida Bay","Y","Rankin Basin","RB_9-23_F1","7.689",0.344,7.345,6.624,"0.024","RB_9-23_UF1",45,0.435,864,1,"RB_9-23_1","9/27/2023",56,"12/1/2023",2.74
"154","SBT1","1123E","SBT1_1123E_WQ",23.5,1.04,10.5,NA,NA,NA,NA,"Snake Bight Trail 1",25.184066,-80.873553,512740.66,2785335.4,"Mangrove","N","Mangroves along Snake Bight Trail","SBT1_1123E_F1","0.6",1.293,NA,1.694,"3.373","SBT1_1123E_UF",2.02,0.20122,53.72,2,"SBT1_1123E_2","11/28/2023",53,"11/6/2024",16.47
"155","SBT1","1123E","SBT1_1123E_WQ",23.5,1.04,10.5,NA,NA,NA,NA,"Snake Bight Trail 1",25.184066,-80.873553,512740.66,2785335.4,"Mangrove","N","Mangroves along Snake Bight Trail","SBT1_1123E_F1","0.6",1.293,NA,1.694,"3.373","SBT1_1123E_UF",2.02,0.20122,53.72,1,"SBT1_1123E_1","11/28/2023",53,"11/6/2024",16.59
"156","SBT1","1123E","SBT1_1123E_WQ",23.5,1.04,10.5,NA,NA,NA,NA,"Snake Bight Trail 1",25.184066,-80.873553,512740.66,2785335.4,"Mangrove","N","Mangroves along Snake Bight Trail","SBT1_1123E_F1","0.00840",0.0181,NA,0.02372,"0.10456","SBT1_1123E_UF",2.02,0.20122,53.72,2,"SBT1_1123E_2","11/28/2023",53,"11/6/2024",16.47
"157","SBT1","1123E","SBT1_1123E_WQ",23.5,1.04,10.5,NA,NA,NA,NA,"Snake Bight Trail 1",25.184066,-80.873553,512740.66,2785335.4,"Mangrove","N","Mangroves along Snake Bight Trail","SBT1_1123E_F1","0.00840",0.0181,NA,0.02372,"0.10456","SBT1_1123E_UF",2.02,0.20122,53.72,1,"SBT1_1123E_1","11/28/2023",53,"11/6/2024",16.59
"158","SBT1","4-24","SBT1_4-24_WQ",22.9,2.8,25.8,NA,NA,NA,NA,"Snake Bight Trail 1",25.184066,-80.873553,512740.66,2785335.4,"Mangrove","N","Mangroves along Snake Bight Trail","SBT1_4-24_F1","1.298",0.305,NA,3.301,"1.126","SBT1_4-24_UF1",188.3,4.35,2455,1,"SBT1_4-24_1","4/9/2024",51,"",NA
"159","SBT1","4-24","SBT1_4-24_WQ",22.9,2.8,25.8,NA,NA,NA,NA,"Snake Bight Trail 1",25.184066,-80.873553,512740.66,2785335.4,"Mangrove","N","Mangroves along Snake Bight Trail","SBT1_4-24_F1","1.298",0.305,NA,3.301,"1.126","SBT1_4-24_UF1",188.3,4.35,2455,2,"SBT1_4-24_2","4/9/2024",52,"",NA
"160","SBT1","9-23","SBT1_9-23_WQ",NA,NA,28.3,NA,NA,NA,NA,"Snake Bight Trail 1",25.184066,-80.873553,512740.66,2785335.4,"Mangrove","N","Mangroves along Snake Bight Trail","SBT1_9-23_F1","0.297",0.124,NA,6.897,"0.309","SBT1_9-23_UF1",66.6,2.903,1628,2,"SBT1_9-23_2","9/30/2023",53,"11/6/2024",14.25
"161","SBT1","9-23","SBT1_9-23_WQ",NA,NA,28.3,NA,NA,NA,NA,"Snake Bight Trail 1",25.184066,-80.873553,512740.66,2785335.4,"Mangrove","N","Mangroves along Snake Bight Trail","SBT1_9-23_F1","0.297",0.124,NA,6.897,"0.309","SBT1_9-23_UF1",66.6,2.903,1628,1,"SBT1_9-23_1","9/30/2023",56,"11/6/2024",17.71
"162","SBT2","1-24","SBT2_1-24_WQ",21.7,4.3,31.2,NA,NA,NA,NA,"Snake Bight Trail 2",25.17363,-80.873795,512717.37,2784179.71,"POI","N","Creek at end of Snake Bight Trail","SBT2_1-24_F1","0.306",0.043,NA,1.165,"0.032","SBT2_1-24_UF1",39.5,0.69,483.5,1,"SBT2_1-24_1","1/6/2024",54,"",NA
"163","SBT2","1-24","SBT2_1-24_WQ",21.7,4.3,31.2,NA,NA,NA,NA,"Snake Bight Trail 2",25.17363,-80.873795,512717.37,2784179.71,"POI","N","Creek at end of Snake Bight Trail","SBT2_1-24_F1","0.306",0.043,NA,1.165,"0.032","SBT2_1-24_UF1",39.5,0.69,483.5,2,"SBT2_1-24_2","1/6/2024",53,"",NA
"164","SBT2","1123E","SBT2_1123E_WQ",20.9,9.3,34.5,NA,NA,NA,NA,"Snake Bight Trail 2",25.17363,-80.873795,512717.37,2784179.71,"POI","N","Creek at end of Snake Bight Trail","SBT2_1123E_F1","0.156",0.039,NA,0.472,"0.028","SBT2_1123E_UF",0.34,0.0173,3.753,2,"SBT2_1123E_2","11/30/2023",51,"11/6/2024",2.42
"165","SBT2","1123E","SBT2_1123E_WQ",20.9,9.3,34.5,NA,NA,NA,NA,"Snake Bight Trail 2",25.17363,-80.873795,512717.37,2784179.71,"POI","N","Creek at end of Snake Bight Trail","SBT2_1123E_F1","0.156",0.039,NA,0.472,"0.028","SBT2_1123E_UF",0.34,0.0173,3.753,1,"SBT2_1123E_1","11/30/2023",51,"11/6/2024",3.31
"166","SBT2","1123E","SBT2_1123E_WQ",20.9,9.3,34.5,NA,NA,NA,NA,"Snake Bight Trail 2",25.17363,-80.873795,512717.37,2784179.71,"POI","N","Creek at end of Snake Bight Trail","SBT2_1123E_F1","0.00218",0.00055,NA,0.00661,"0.00087","SBT2_1123E_UF",0.34,0.0173,3.753,2,"SBT2_1123E_2","11/30/2023",51,"11/6/2024",2.42
"167","SBT2","1123E","SBT2_1123E_WQ",20.9,9.3,34.5,NA,NA,NA,NA,"Snake Bight Trail 2",25.17363,-80.873795,512717.37,2784179.71,"POI","N","Creek at end of Snake Bight Trail","SBT2_1123E_F1","0.00218",0.00055,NA,0.00661,"0.00087","SBT2_1123E_UF",0.34,0.0173,3.753,1,"SBT2_1123E_1","11/30/2023",51,"11/6/2024",3.31
"168","SBT2","4-24","SBT2_4-24_WQ",25.2,5.61,34.17,8.51,56.5,13.02,39.68,"Snake Bight Trail 2",25.17363,-80.873795,512717.37,2784179.71,"POI","N","Creek at end of Snake Bight Trail","SBT2_4-24_F1","0.494",0.058,NA,1.594,"0.039","SBT2_4-24_UF1",57.9,2.022,1341,2,"SBT2_4-24_2","4/11/2024",50,"11/6/2024",13.97
"169","SBT2","4-24","SBT2_4-24_WQ",25.2,5.61,34.17,8.51,56.5,13.02,39.68,"Snake Bight Trail 2",25.17363,-80.873795,512717.37,2784179.71,"POI","N","Creek at end of Snake Bight Trail","SBT2_4-24_F1","0.494",0.058,NA,1.594,"0.039","SBT2_4-24_UF1",57.9,2.022,1341,1,"SBT2_4-24_1","4/11/2024",52,"11/6/2024",14.9
"170","SBT2","9-23","SBT2_9-23_WQ",28.197,4.6,36.89,8.04,7.5,11.51,34.48,"Snake Bight Trail 2",25.17363,-80.873795,512717.37,2784179.71,"POI","N","Creek at end of Snake Bight Trail","SBT2_9-23_F1","0.00281",7e-04,NA,0.02225,"0.00037","SBT2_9-23_UF1",0.36,0.01652,5.824,2,"SBT2_9-23_2","10/5/2023",54,"11/6/2024",1.25
"171","SBT2","9-23","SBT2_9-23_WQ",28.197,4.6,36.89,8.04,7.5,11.51,34.48,"Snake Bight Trail 2",25.17363,-80.873795,512717.37,2784179.71,"POI","N","Creek at end of Snake Bight Trail","SBT2_9-23_F1","0.00281",7e-04,NA,0.02225,"0.00037","SBT2_9-23_UF1",0.36,0.01652,5.824,1,"SBT2_9-23_1","10/5/2023",55,"11/6/2024",1.36
"172","TB1","1-24","TB1_1-24_WQ",23.2,8,8.6,NA,NA,NA,NA,"Terrapin Bay",25.158573,-80.726274,527586.12,2782534.55,"Florida Bay","Y","Terrapin Bay by the hydro station","TB1_1-24_F1","0.219",0.075,NA,0.338,"0.006","TB1_1-24_UF1",61.4,0.798,834.2,2,"TB1_1-24_2","1/7/2024",55,"",NA
"173","TB1","1-24","TB1_1-24_WQ",23.2,8,8.6,NA,NA,NA,NA,"Terrapin Bay",25.158573,-80.726274,527586.12,2782534.55,"Florida Bay","Y","Terrapin Bay by the hydro station","TB1_1-24_F1","0.219",0.075,NA,0.338,"0.006","TB1_1-24_UF1",61.4,0.798,834.2,1,"TB1_1-24_1","1/7/2024",53,"",NA
"174","TB1","1123E","TB1_1123E_WQ",22.8,8.1,8.6,NA,NA,NA,NA,"Terrapin Bay",25.158573,-80.726274,527586.12,2782534.55,"Florida Bay","Y","Terrapin Bay by the hydro station","TB1_1123E_F1","0.00543",0.00211,NA,0.01303,"0.00025","TB1_1123E_UF",1.33,0.03457,19.89,2,"TB1_1123E_2","11/30/2023",52,"11/6/2024",13.95
"175","TB1","1123E","TB1_1123E_WQ",22.8,8.1,8.6,NA,NA,NA,NA,"Terrapin Bay",25.158573,-80.726274,527586.12,2782534.55,"Florida Bay","Y","Terrapin Bay by the hydro station","TB1_1123E_F1","0.00543",0.00211,NA,0.01303,"0.00025","TB1_1123E_UF",1.33,0.03457,19.89,1,"TB1_1123E_1","11/30/2023",55,"11/6/2024",14.23
"176","TB1","1123E","TB1_1123E_WQ",22.8,8.1,8.6,NA,NA,NA,NA,"Terrapin Bay",25.158573,-80.726274,527586.12,2782534.55,"Florida Bay","Y","Terrapin Bay by the hydro station","TB1_1123E_F1","0.388",0.151,NA,0.931,"0.008","TB1_1123E_UF",1.33,0.03457,19.89,2,"TB1_1123E_2","11/30/2023",52,"11/6/2024",13.95
"177","TB1","1123E","TB1_1123E_WQ",22.8,8.1,8.6,NA,NA,NA,NA,"Terrapin Bay",25.158573,-80.726274,527586.12,2782534.55,"Florida Bay","Y","Terrapin Bay by the hydro station","TB1_1123E_F1","0.388",0.151,NA,0.931,"0.008","TB1_1123E_UF",1.33,0.03457,19.89,1,"TB1_1123E_1","11/30/2023",55,"11/6/2024",14.23
"178","TB1","4-24","TB1_4-24_WQ",25,7.75,161.96,8.3,9.67,15.29,46.63,"Terrapin Bay",25.158573,-80.726274,527586.12,2782534.55,"Florida Bay","Y","Terrapin Bay by the hydro station","TB1_4-24_F1","1.341",0.063,NA,0.552,"0.029","TB1_4-24_UF1",105.7,1.732,1272,1,"TB1_4-24_1","4/8/2024",52,"11/6/2024",14.74
"179","TB1","4-24","TB1_4-24_WQ",25,7.75,161.96,8.3,9.67,15.29,46.63,"Terrapin Bay",25.158573,-80.726274,527586.12,2782534.55,"Florida Bay","Y","Terrapin Bay by the hydro station","TB1_4-24_F1","1.341",0.063,NA,0.552,"0.029","TB1_4-24_UF1",105.7,1.732,1272,2,"TB1_4-24_2","4/8/2024",50,"11/6/2024",16.18
"180","TB1","8-24","TB1_8-24_WQ",30.049,6.67,27.74,7.88,6.22,0.35,9.37,"Terrapin Bay",25.158573,-80.726274,527586.12,2782534.55,"Florida Bay","Y","Terrapin Bay by the hydro station","TB1_8-24_F1","ND",0.042,NA,0.472,"0.014","TB1_8-24_UF1",51.7,0.737,484.4,2,"TB1_8-24_2","",NA,"11/6/2024",6.58
"181","TB1","8-24","TB1_8-24_WQ",30.049,6.67,27.74,7.88,6.22,0.35,9.37,"Terrapin Bay",25.158573,-80.726274,527586.12,2782534.55,"Florida Bay","Y","Terrapin Bay by the hydro station","TB1_8-24_F1","ND",0.042,NA,0.472,"0.014","TB1_8-24_UF1",51.7,0.737,484.4,1,"TB1_8-24_1","",NA,"11/6/2024",2.91
"182","TB1","9-23","TB1_9-23_WQ",30.734,4.34,21.43,7.81,8.73,32.64,97.94,"Terrapin Bay",25.158573,-80.726274,527586.12,2782534.55,"Florida Bay","Y","Terrapin Bay by the hydro station","TB1_9-23_F1","8.497",0.296,8.201,5.024,"0.014","TB1_9-23_UF1",88.6,1.057,2060,2,"TB1_9-23_2","9/27/2023",56,"12/1/2023",17.04
"183","TB1","9-23","TB1_9-23_WQ",30.734,4.34,21.43,7.81,8.73,32.64,97.94,"Terrapin Bay",25.158573,-80.726274,527586.12,2782534.55,"Florida Bay","Y","Terrapin Bay by the hydro station","TB1_9-23_F1","8.497",0.296,8.201,5.024,"0.014","TB1_9-23_UF1",88.6,1.057,2060,1,"TB1_9-23_1","9/27/2023",55,"12/1/2023",18.42
"184","TB2","1-24","TB2_1-24_WQ",22.6,7.7,18.8,NA,NA,NA,NA,"Southern Terrapin Bay",25.126647,-80.714868,528743.15,2779001.64,"Florida Bay","N","Florida Bay site just south of Terrapin","TB2_1-24_F1","1.091",0.183,0.908,9.372,"0.028","TB2_1-24_UF1",43.8,0.401,516.1,1,"TB2_1-24_1","1/7/2024",53,"",NA
"185","TB2","1-24","TB2_1-24_WQ",22.6,7.7,18.8,NA,NA,NA,NA,"Southern Terrapin Bay",25.126647,-80.714868,528743.15,2779001.64,"Florida Bay","N","Florida Bay site just south of Terrapin","TB2_1-24_F1","1.091",0.183,0.908,9.372,"0.028","TB2_1-24_UF1",43.8,0.401,516.1,2,"TB2_1-24_2","1/7/2024",52,"",NA
"186","TB2","1123E","TB2_1123E_WQ",22.5,7.6,22.1,NA,NA,NA,NA,"Southern Terrapin Bay",25.126647,-80.714868,528743.15,2779001.64,"Florida Bay","N","Florida Bay site just south of Terrapin","TB2_1123E_F1","0.503",0.173,NA,0.054,"ND","TB2_1123E_UF",0.44,0.01054,4.297,2,"TB2_1123E_2","11/30/2023",56,"11/6/2024",1.47
"187","TB2","1123E","TB2_1123E_WQ",22.5,7.6,22.1,NA,NA,NA,NA,"Southern Terrapin Bay",25.126647,-80.714868,528743.15,2779001.64,"Florida Bay","N","Florida Bay site just south of Terrapin","TB2_1123E_F1","0.503",0.173,NA,0.054,"ND","TB2_1123E_UF",0.44,0.01054,4.297,1,"TB2_1123E_1","11/30/2023",54,"11/6/2024",1.9
"188","TB2","1123E","TB2_1123E_WQ",22.5,7.6,22.1,NA,NA,NA,NA,"Southern Terrapin Bay",25.126647,-80.714868,528743.15,2779001.64,"Florida Bay","N","Florida Bay site just south of Terrapin","TB2_1123E_F1","0.00704",0.00242,NA,0.00076,NA,"TB2_1123E_UF",0.44,0.01054,4.297,2,"TB2_1123E_2","11/30/2023",56,"11/6/2024",1.47
"189","TB2","1123E","TB2_1123E_WQ",22.5,7.6,22.1,NA,NA,NA,NA,"Southern Terrapin Bay",25.126647,-80.714868,528743.15,2779001.64,"Florida Bay","N","Florida Bay site just south of Terrapin","TB2_1123E_F1","0.00704",0.00242,NA,0.00076,NA,"TB2_1123E_UF",0.44,0.01054,4.297,1,"TB2_1123E_1","11/30/2023",54,"11/6/2024",1.9
"190","TB2","4-24","TB2_4-24_WQ",24.8,7.99,27.02,8.32,2.06,9.53,29.11,"Southern Terrapin Bay",25.126647,-80.714868,528743.15,2779001.64,"Florida Bay","N","Florida Bay site just south of Terrapin","TB2_4-24_F1","1.752",0.152,NA,4.033,"0.018","TB2_4-24_UF1",30.5,0.681,372.8,2,"TB2_4-24_2","4/8/2024",50,"11/6/2024",1.66
"191","TB2","4-24","TB2_4-24_WQ",24.8,7.99,27.02,8.32,2.06,9.53,29.11,"Southern Terrapin Bay",25.126647,-80.714868,528743.15,2779001.64,"Florida Bay","N","Florida Bay site just south of Terrapin","TB2_4-24_F1","1.752",0.152,NA,4.033,"0.018","TB2_4-24_UF1",30.5,0.681,372.8,1,"TB2_4-24_1","4/8/2024",50,"11/6/2024",1.64
"192","TB2","9-23","TB2_9-23_WQ",29.625,5.94,34.17,8.19,5.36,10.3,31,"Southern Terrapin Bay",25.126647,-80.714868,528743.15,2779001.64,"Florida Bay","N","Florida Bay site just south of Terrapin","TB2_9-23_F1","3.379",0.123,NA,5.078,"0.021","TB2_9-23_UF1",49.4,0.275,1081,1,"TB2_9-23_1","9/27/2023",55,"12/1/2023",1.69
"193","TB2","9-23","TB2_9-23_WQ",29.625,5.94,34.17,8.19,5.36,10.3,31,"Southern Terrapin Bay",25.126647,-80.714868,528743.15,2779001.64,"Florida Bay","N","Florida Bay site just south of Terrapin","TB2_9-23_F1","3.379",0.123,NA,5.078,"0.021","TB2_9-23_UF1",49.4,0.275,1081,2,"TB2_9-23_2","9/27/2023",53,"12/1/2023",1.3
"194","TBC","1-24","TBC_1-24_WQ",23.4,4.5,7.7,NA,NA,NA,NA,"East Terrapin Creek",25.156611,-80.71696,528524.5,2782319.2,"POI","N","Dead creek on eastern side of Terrapin Bay","TBC_1-24_F1","1.039",0.431,0.608,3.297,"0.012","TBC_1-24_UF1",49.8,0.979,699.9,2,"TBC_1-24_2","1/7/2024",53,"",NA
"195","TBC","1-24","TBC_1-24_WQ",23.4,4.5,7.7,NA,NA,NA,NA,"East Terrapin Creek",25.156611,-80.71696,528524.5,2782319.2,"POI","N","Dead creek on eastern side of Terrapin Bay","TBC_1-24_F1","1.039",0.431,0.608,3.297,"0.012","TBC_1-24_UF1",49.8,0.979,699.9,1,"TBC_1-24_1","1/7/2024",54,"",NA
"196","TBC","4-24","TBC_4-24_WQ",23.9,2.28,21.64,7.26,16.15,37.68,114.36,"East Terrapin Creek",25.156611,-80.71696,528524.5,2782319.2,"POI","N","Dead creek on eastern side of Terrapin Bay","TBC_4-24_F1","0.89",0.241,NA,6.256,"0.029","TBC_4-24_UF1",68.1,1.578,679.7,1,"TBC_4-24_1","4/8/2024",50,"11/6/2024",16.77
"197","TBC","4-24","TBC_4-24_WQ",23.9,2.28,21.64,7.26,16.15,37.68,114.36,"East Terrapin Creek",25.156611,-80.71696,528524.5,2782319.2,"POI","N","Dead creek on eastern side of Terrapin Bay","TBC_4-24_F1","0.89",0.241,NA,6.256,"0.029","TBC_4-24_UF1",68.1,1.578,679.7,2,"TBC_4-24_2","4/8/2024",53,"11/6/2024",19.06
"198","TBC","9-23","TBC_9-23_WQ",29.954,5.19,30.67,7.9,21.54,16.07,48.24,"East Terrapin Creek",25.156611,-80.71696,528524.5,2782319.2,"POI","N","Dead creek on eastern side of Terrapin Bay","TBC_9-23_F1","4.299",0.17,4.129,9.994,"0.020","TBC_9-23_UF1",61.3,0.799,1242,1,"TBC_9-23_1","9/27/2023",56,"12/1/2023",10.1
"199","TBC","9-23","TBC_9-23_WQ",29.954,5.19,30.67,7.9,21.54,16.07,48.24,"East Terrapin Creek",25.156611,-80.71696,528524.5,2782319.2,"POI","N","Dead creek on eastern side of Terrapin Bay","TBC_9-23_F1","4.299",0.17,4.129,9.994,"0.020","TBC_9-23_UF1",61.3,0.799,1242,2,"TBC_9-23_2","9/27/2023",56,"12/1/2023",9.32
"200","TBCM","1-24","TBCM_1-24_WQ",25.4,7.1,7.4,NA,NA,NA,NA,"East Terrapin Creek Mangrove",25.156911,-80.715074,528715.23,2782352.82,"Mangrove","N","Dead mangroves off of east Terrapin Creek","TBCM_1-24_F1","0.547",0.169,NA,4.576,"0.032","TBCM_1-24_UF1",83.2,1.508,1190,1,"TBCM_1-24_1","1/7/2024",53,"",NA
"201","TBCM","1-24","TBCM_1-24_WQ",25.4,7.1,7.4,NA,NA,NA,NA,"East Terrapin Creek Mangrove",25.156911,-80.715074,528715.23,2782352.82,"Mangrove","N","Dead mangroves off of east Terrapin Creek","TBCM_1-24_F1","0.547",0.169,NA,4.576,"0.032","TBCM_1-24_UF1",83.2,1.508,1190,2,"TBCM_1-24_2","1/7/2024",50,"",NA
"202","TBCM","4-24","TBCM_4-24_WQ",26.7,10,63.6,NA,NA,NA,NA,"East Terrapin Creek Mangrove",25.156911,-80.715074,528715.23,2782352.82,"Mangrove","N","Dead mangroves off of east Terrapin Creek","TBCM_4-24_F1","1.072",0.131,NA,8.696,"0.115","TBCM_4-24_UF1",73.3,0.877,857.5,2,"TBCM_4-24_2","4/8/2024",52,"",NA
"203","TBCM","4-24","TBCM_4-24_WQ",26.7,10,63.6,NA,NA,NA,NA,"East Terrapin Creek Mangrove",25.156911,-80.715074,528715.23,2782352.82,"Mangrove","N","Dead mangroves off of east Terrapin Creek","TBCM_4-24_F1","1.072",0.131,NA,8.696,"0.115","TBCM_4-24_UF1",73.3,0.877,857.5,1,"TBCM_4-24_1","4/8/2024",50,"",NA
"204","TBCM","8-24","TBCM_8-24_WQ",33.315,7.69,27.91,8,29.3,2.29,20.96,"East Terrapin Creek Mangrove",25.156911,-80.715074,528715.23,2782352.82,"Mangrove","N","Dead mangroves off of east Terrapin Creek","TBCM_8-24_F1","ND",0.08,NA,0.718,"0.017","TBCM_8-24_UF1",65.5,1.243,539.9,1,"TBCM_8-24_1","",NA,"11/6/2024",8.16
"205","TBCM","8-24","TBCM_8-24_WQ",33.315,7.69,27.91,8,29.3,2.29,20.96,"East Terrapin Creek Mangrove",25.156911,-80.715074,528715.23,2782352.82,"Mangrove","N","Dead mangroves off of east Terrapin Creek","TBCM_8-24_F1","ND",0.08,NA,0.718,"0.017","TBCM_8-24_UF1",65.5,1.243,539.9,2,"TBCM_8-24_2","",NA,"11/6/2024",8.13
"206","TBCM","9-23","TBCM_9-23_WQ",NA,NA,28.2,NA,NA,NA,NA,"East Terrapin Creek Mangrove",25.156911,-80.715074,528715.23,2782352.82,"Mangrove","N","Dead mangroves off of east Terrapin Creek","TBCM_9-23_F1","0.155",0.067,NA,5.107,"0.015","TBCM_9-23_UF1",85,1.158,1420,1,"TBCM_9-23_1","9/27/2023",62,"12/1/2023",9.76
"207","TBCM","9-23","TBCM_9-23_WQ",NA,NA,28.2,NA,NA,NA,NA,"East Terrapin Creek Mangrove",25.156911,-80.715074,528715.23,2782352.82,"Mangrove","N","Dead mangroves off of east Terrapin Creek","TBCM_9-23_F1","0.155",0.067,NA,5.107,"0.015","TBCM_9-23_UF1",85,1.158,1420,2,"TBCM_9-23_2","9/27/2023",54,"12/1/2023",13.99
"208","TBHM","1-24","TBHM_1-24_WQ",21.9,3.1,5.6,NA,NA,NA,NA,"Terrapin Healthy Mangrove",25.166282,-80.731939,527013.52,2783386.99,"Mangrove","N","Healthy mangroves near McCormick Creek","TBHM_1-24_F1","0.655",0.197,NA,1.759,"0.012","TBHM_1-24_UF1",56.4,0.986,999.2,1,"TBHM_1-24_1","1/7/2024",51,"",NA
"209","TBHM","1-24","TBHM_1-24_WQ",21.9,3.1,5.6,NA,NA,NA,NA,"Terrapin Healthy Mangrove",25.166282,-80.731939,527013.52,2783386.99,"Mangrove","N","Healthy mangroves near McCormick Creek","TBHM_1-24_F1","0.655",0.197,NA,1.759,"0.012","TBHM_1-24_UF1",56.4,0.986,999.2,2,"TBHM_1-24_2","1/7/2024",53,"",NA
"210","TBHM","4-24","TBHM_4-24_WQ",25.7,7.1,10.67,8.33,31.78,17.84,54.27,"Terrapin Healthy Mangrove",25.166282,-80.731939,527013.52,2783386.99,"Mangrove","N","Healthy mangroves near McCormick Creek","TBHM_4-24_F1","0.741",0.111,NA,1.108,"0.19","TBHM_4-24_UF1",138.6,5.919,1228,1,"TBHM_4-24_1","4/8/2024",28,"11/6/2024",13.47
